8.293860626220703125e+01,-7.756396770477294922e+00,1.981120705604553223e+00,1.781675910949707031e+01,1.962038230895996094e+01,3.987846851348876953e+00,-5.158882737159729004e-01,-1.127251529693603516e+01,-5.363191127777099609e+00,-4.693512439727783203e+00,-1.746297073364257812e+01,-1.610140228271484375e+01,-5.008384704589843750e+00,2.449336290359497070e+00,1.511413288116455078e+01,1.401125526428222656e+01,7.402447223663330078e+00,-1.678691029548645020e+00,-1.061686407774686813e-02,4.398635864257812500e+01,3.480400085449218750e+01,2.330231285095214844e+01,6.956881046295166016e+00,5.784136772155761719e+00,9.411128997802734375e+00,1.227253341674804688e+01,1.619087791442871094e+01,1.002592182159423828e+01,1.112452507019042969e+01,2.047652053833007812e+01,1.946939086914062500e+01,1.173851490020751953e+01,1.178742980957031250e+01,1.188897037506103516e+01,1.271238231658935547e+01,1.477561378479003906e+01,1.536746501922607422e+01,9.794224739074707031e+00
1.316714782714843750e+02,-3.880813980102539062e+01,-1.825513076782226562e+01,8.563176155090332031e+00,8.579875946044921875e+00,-1.823213005065917969e+01,-2.170695686340332031e+01,-2.786152076721191406e+01,-1.130086231231689453e+01,-5.986694335937500000e+00,-2.317922592163085938e+01,-1.497024822235107422e+01,3.120335817337036133e+00,1.114139938354492188e+01,2.455101203918457031e+01,2.259217071533203125e+01,1.366289710998535156e+01,-4.709743976593017578e+00,-1.008608245849609375e+01,2.072698593139648438e+01,1.754313087463378906e+01,1.052687358856201172e+01,1.072865486145019531e+01,1.524636077880859375e+01,1.813332176208496094e+01,1.830804061889648438e+01,1.004512882232666016e+01,5.794976234436035156e+00,1.156783580780029297e+01,1.712414360046386719e+01,2.092898559570312500e+01,1.885113525390625000e+01,1.653957557678222656e+01,1.315485191345214844e+01,1.405859851837158203e+01,1.481849098205566406e+01,1.573905563354492188e+01,1.450112628936767578e+01
1.362578430175781250e+02,-5.028422546386718750e+01,-1.684761428833007812e+01,-4.149374008178710938e+00,-1.231883811950683594e+01,-2.952472114562988281e+01,-2.749802780151367188e+01,-3.180511093139648438e+01,-1.315193080902099609e+01,-4.308561682701110840e-01,-1.244092655181884766e+01,4.199422359466552734e+00,2.785882568359375000e+01,3.089421463012695312e+01,2.946554565429687500e+01,1.892704582214355469e+01,3.649362087249755859e+00,-1.046117496490478516e+01,-1.065548992156982422e+01,1.664409828186035156e+01,1.652852821350097656e+01,1.094944572448730469e+01,9.935110092163085938e+00,1.030875587463378906e+01,9.757118225097656250e+00,1.298226165771484375e+01,7.192900180816650391e+00,8.822054862976074219e+00,7.428412914276123047e+00,1.184080982208251953e+01,1.308584213256835938e+01,1.324562358856201172e+01,1.071005535125732422e+01,9.019398689270019531e+00,1.341200160980224609e+01,1.538087272644042969e+01,8.762879371643066406e+00,1.431818389892578125e+01
1.282654571533203125e+02,-5.523153305053710938e+01,-1.788796997070312500e+01,-1.095631408691406250e+01,-2.106319236755371094e+01,-2.763163948059082031e+01,-2.024474525451660156e+01,-3.040136718750000000e+01,-1.164520168304443359e+01,3.105454444885253906e+00,-4.546778202056884766e+00,1.323113918304443359e+01,3.258716201782226562e+01,2.940448188781738281e+01,2.559167289733886719e+01,1.727212333679199219e+01,2.050093889236450195e+00,-1.260320758819580078e+01,-1.390735721588134766e+01,1.789675521850585938e+01,1.635819053649902344e+01,1.136993789672851562e+01,1.064186191558837891e+01,8.126228332519531250e+00,6.979566097259521484e+00,1.002386856079101562e+01,7.859129905700683594e+00,1.214279079437255859e+01,1.132963657379150391e+01,1.416405487060546875e+01,1.238228321075439453e+01,8.962759017944335938e+00,1.323611736297607422e+01,1.376503372192382812e+01,1.374400901794433594e+01,1.471269321441650391e+01,1.264009284973144531e+01,1.728237533569335938e+01
1.348477172851562500e+02,-4.665554428100585938e+01,-2.250990104675292969e+01,-7.453655600547790527e-01,-1.294907093048095703e+01,-2.384834289550781250e+01,-2.419237136840820312e+01,-3.313422012329101562e+01,-1.657263755798339844e+01,-1.709090352058410645e+00,-1.057878375053405762e+00,1.819329071044921875e+01,2.340118408203125000e+01,1.058506298065185547e+01,1.180416488647460938e+01,2.048006248474121094e+01,2.349073028564453125e+01,8.196686744689941406e+00,-1.040510463714599609e+01,1.982702636718750000e+01,1.352058601379394531e+01,8.078645706176757812e+00,1.453739166259765625e+01,1.203951740264892578e+01,8.212878227233886719e+00,7.852469921112060547e+00,8.177215576171875000e+00,1.384332466125488281e+01,1.440385913848876953e+01,1.198567962646484375e+01,1.042997455596923828e+01,9.654129028320312500e+00,1.224497032165527344e+01,1.388667297363281250e+01,9.606266975402832031e+00,1.573183536529541016e+01,2.361788368225097656e+01,1.849366188049316406e+01
1.303976440429687500e+02,-4.037622070312500000e+01,-1.819826126098632812e+01,1.645697593688964844e+01,4.637585163116455078e+00,-1.152806377410888672e+01,-2.263762664794921875e+01,-3.709510040283203125e+01,-3.072409057617187500e+01,-1.435379219055175781e+01,-3.859086275100708008e+00,1.495338916778564453e+01,1.284726428985595703e+01,-2.734503746032714844e+00,1.039227485656738281e+00,2.102964973449707031e+01,4.026975250244140625e+01,3.482135009765625000e+01,1.036824131011962891e+01,1.609906005859375000e+01,1.362546253204345703e+01,8.104712486267089844e+00,6.280355453491210938e+00,8.247700691223144531e+00,8.129673004150390625e+00,5.871694564819335938e+00,3.514622449874877930e+00,3.760119676589965820e+00,4.033977985382080078e+00,6.114776134490966797e+00,4.003056526184082031e+00,7.473597049713134766e+00,6.339446067810058594e+00,4.398088455200195312e+00,3.811992645263671875e+00,5.938616752624511719e+00,9.150444984436035156e+00,7.803119182586669922e+00
1.170294189453125000e+02,-6.892716407775878906e+00,-9.695234298706054688e+00,1.495083618164062500e+01,1.107573699951171875e+01,-3.070764064788818359e+00,-1.535921955108642578e+01,-2.901525878906250000e+01,-2.883026313781738281e+01,-1.554267120361328125e+01,-1.860679984092712402e+00,1.000376415252685547e+01,4.929597854614257812e+00,-6.061834335327148438e+00,-3.216526508331298828e-01,2.047166442871093750e+01,3.972337722778320312e+01,3.678081893920898438e+01,1.418170166015625000e+01,1.216453647613525391e+01,3.344647598266601562e+01,1.044102954864501953e+01,6.409950733184814453e+00,2.767098665237426758e+00,4.717046737670898438e+00,4.267832279205322266e+00,8.322737693786621094e+00,7.041422843933105469e+00,4.234837055206298828e+00,5.462378025054931641e+00,4.751935005187988281e+00,4.797558784484863281e+00,3.086692810058593750e+00,3.055147409439086914e+00,5.372931003570556641e+00,7.856716632843017578e+00,5.937681674957275391e+00,3.172312021255493164e+00
1.115013656616210938e+02,1.716455841064453125e+01,4.441408157348632812e+00,1.311287403106689453e+01,1.131130790710449219e+01,-4.598308086395263672e+00,-9.466118812561035156e+00,-1.915346336364746094e+01,-1.987420845031738281e+01,-1.413562297821044922e+01,-4.909958362579345703e+00,3.271729946136474609e+00,9.635787010192871094e-01,-2.148205280303955078e+00,3.157091140747070312e+00,1.537930011749267578e+01,2.649854278564453125e+01,2.542077636718750000e+01,1.541780757904052734e+01,1.848969459533691406e+01,1.667122840881347656e+01,1.130628585815429688e+01,6.131599426269531250e+00,5.342611312866210938e+00,7.619936466217041016e+00,7.709440231323242188e+00,6.629328727722167969e+00,8.299862861633300781e+00,6.448754310607910156e+00,8.295363426208496094e+00,6.862019062042236328e+00,3.791585206985473633e+00,6.708079814910888672e+00,6.119858741760253906e+00,7.390525817871093750e+00,1.228423690795898438e+01,1.058027839660644531e+01,6.875373840332031250e+00
1.115356979370117188e+02,-1.377311992645263672e+01,-2.999414682388305664e+00,8.187928199768066406e+00,1.411184310913085938e+01,-8.620026111602783203e-01,-6.886804103851318359e+00,-2.255456161499023438e+01,-1.854765319824218750e+01,-1.710626602172851562e+01,-1.820593070983886719e+01,-9.406681060791015625e+00,-1.059948563575744629e+00,5.003846645355224609e+00,9.268615722656250000e+00,1.128726291656494141e+01,1.641381454467773438e+01,1.335919857025146484e+01,1.713101577758789062e+01,2.140884780883789062e+01,3.515189743041992188e+01,1.972068214416503906e+01,1.360359954833984375e+01,8.704298973083496094e+00,8.976807594299316406e+00,8.332258224487304688e+00,9.244206428527832031e+00,6.803161144256591797e+00,7.434381008148193359e+00,1.205845546722412109e+01,1.182102680206298828e+01,5.850075244903564453e+00,9.031384468078613281e+00,1.326126289367675781e+01,1.395693016052246094e+01,1.640856361389160156e+01,1.284258460998535156e+01,1.298395442962646484e+01
1.461683959960937500e+02,-4.266505432128906250e+01,-2.474354934692382812e+01,-2.897606611251831055e+00,1.242848014831542969e+01,4.281195640563964844e+00,-1.075855350494384766e+01,-3.521464920043945312e+01,-2.684701538085937500e+01,-1.761161994934082031e+01,-2.144157600402832031e+01,-1.380539512634277344e+01,3.299162626266479492e+00,1.951799583435058594e+01,2.233139610290527344e+01,1.513679218292236328e+01,1.183977603912353516e+01,3.770883321762084961e+00,8.275458335876464844e+00,2.524137115478515625e+01,1.562208843231201172e+01,1.391886901855468750e+01,1.518566417694091797e+01,1.000119876861572266e+01,7.742014884948730469e+00,1.426923179626464844e+01,9.306054115295410156e+00,7.911416530609130859e+00,7.135807514190673828e+00,9.912854194641113281e+00,1.003085899353027344e+01,1.075263214111328125e+01,1.570107173919677734e+01,1.783825111389160156e+01,1.671491241455078125e+01,1.782188796997070312e+01,1.210216331481933594e+01,1.383855438232421875e+01
